OTU,MCA1,MCA2,MCA3,MCA4,MCA5,MCG1,MCG2,MCG3,MCG4,MCG5,sum,taxonomy
OTU32208,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales
OTU32201,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Neobulgaria
OTU32200,122,34,125,287,8,63,320,91,99,12,1161,k__Fungi; p__Ascomycota
OTU32203,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU32202,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU32205,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU32204,0,0,0,4,0,17,7,31,60,19,138,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae_sedis
OTU32207,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU32206,0,0,0,2,0,0,0,0,24,0,26,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Neobulgaria
OTU1943,0,0,0,0,0,0,0,0,0,0,0,Unassignable
OTU1942,0,0,0,0,0,0,0,0,0,0,0,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified
OTU1941,0,0,0,0,0,0,0,0,0,0,0,Unassignable
OTU1940,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU1947,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU1946,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU1945,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified
OTU1944,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU310,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU311,0,0,0,0,0,2,0,0,0,0,2,k__Fungi
OTU312,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU1948,5,0,0,0,29,0,5,0,0,0,39,k__Fungi
OTU314,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU315,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU316,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU317,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU35661,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU7468,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU7469,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU7462,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU7463,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU7460,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU22458,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU7466,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU7467,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU7464,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Olpidiales; f__unidentified; g__unidentified; s__Olpidiales_sp_SH216705.07FU
OTU7465,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU16593,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Pluteaceae; g__Pluteus
OTU16592,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__unidentified; f__unidentified; g__unidentified; s__Chytridiomycetes_sp_SH208421.07FU
OTU16591,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Coniophoraceae
OTU16590,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU16597,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota
OTU16596,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU16595,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales
OTU16594,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Acaulosporaceae; g__Acaulospora; s__Acaulospora_sp_SH194638.07FU
OTU16599,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hygrophoraceae; g__unidentified; s__Hygrophoraceae_sp_SH199597.07FU
OTU16598,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Capronia; s__Capronia_sp_SH177290.07FU
OTU28861,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH200462.07FU
OTU6739,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU6738,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU6731,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU6730,0,0,0,0,0,3,0,10,0,0,13,k__Fungi
OTU6733,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU6732,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU6735,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified
OTU6734,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU6737,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU6736,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Chytridiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified
OTU13419,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Acaulosporaceae
OTU13418,0,0,0,1,0,0,2,0,0,0,3,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hygrophoraceae
OTU13415,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales
OTU13414,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU13417,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae
OTU13416,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified; s__Agaricales_sp_SH201473.07FU
OTU13411,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Meruliaceae; g__Junghuhnia; s__Junghuhnia_sp_SH008994.07FU
OTU13410,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae
OTU13413,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Ramariopsis; s__Ramariopsis_sp_SH190012.07FU
OTU13412,0,0,0,0,0,0,1,0,0,0,1,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hygrophoraceae; g__Gliophorus
OTU11813,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU11812,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU11811,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cyphellaceae
OTU11810,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Microbotryomycetes
OTU11817,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU11816,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes
OTU11815,0,0,0,0,0,0,0,0,0,0,0,Unassignable
OTU11814,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Stephanosporaceae; g__unidentified; s__Stephanosporaceae_sp_SH472533.07FU
OTU11819,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__unidentified; f__unidentified; g__unidentified; s__Agaricomycetes_sp_SH463958.07FU
OTU11818,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota
OTU17244,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales
OTU17245,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinaceae; g__Sebacina
OTU17246,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Capronia; s__Capronia_sp_SH177290.07FU
OTU17247,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma; s__Entoloma_sp_SH007588.07FU
OTU17240,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota
OTU17241,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; f__Hydnodontaceae; g__Trechispora
OTU17242,4,0,0,3,0,0,52,0,0,0,59,k__Fungi
OTU17243,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH459366.07FU
OTU17248,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales
OTU17249,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes
OTU4463,3,0,0,0,0,0,0,0,0,0,3,k__Fungi
OTU4462,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU4461,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU4460,0,0,0,0,0,6,0,0,0,0,6,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified
OTU4467,0,0,0,0,0,16,0,0,0,2,18,k__Fungi
OTU4466,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU4465,0,0,0,0,0,0,0,0,0,0,0,Unassignable
OTU4464,0,0,0,10,0,0,0,0,0,0,10,k__Fungi
OTU4469,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU4468,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU2700,0,0,15,0,0,0,0,0,0,0,15,k__Fungi
OTU2701,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU2702,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU2703,0,0,0,0,0,0,0,0,0,0,0,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH471322.07FU
OTU2704,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU2705,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__unidentified; g__unidentified; s__Mortierellales_sp_SH474962.07FU
OTU2706,0,0,0,0,0,0,0,0,3,0,3,k__Fungi
OTU2707,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU2708,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU2709,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU18432,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU18433,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU18430,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU18431,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU18436,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae
OTU18437,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH459961.07FU
OTU18434,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales
OTU18435,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae_sedis; g__Rhodotorula; s__Rhodotorula_sp_SH205941.07FU
OTU18438,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH459961.07FU
OTU18439,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified
OTU1172,0,0,0,0,0,0,0,0,0,0,0,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified
OTU1173,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU1170,0,0,0,0,0,0,0,0,0,4,4,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified
OTU1171,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU1176,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU1177,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU1174,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU1175,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU10146,0,0,0,0,0,0,0,1,0,0,1,k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__unidentified; g__unidentified
OTU10147,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales
OTU1178,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU1179,0,0,0,0,0,0,0,0,0,0,0,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH030108.07FU
OTU10142,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Odontia; s__Odontia_ferruginea_SH464574.07FU
OTU10143,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH001911.07FU
OTU10140,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified
OTU10141,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Hysterangiales; f__Hysterangiaceae; g__Hysterangium; s__Hysterangium_nephriticum_SH212063.07FU
OTU34041,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU34040,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Incertae_sedis
OTU34043,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU34042,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU34045,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU34044,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Basidiomycota_sp_SH473016.07FU
OTU34047,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae_sedis; f__Myxotrichaceae; g__Oidiodendron
OTU34046,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU34049,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes
OTU34048,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU31271,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__unidentified; f__unidentified; g__unidentified; s__Lecanoromycetes_sp_SH462908.07FU
OTU31270,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__unidentified; f__unidentified; g__unidentified; s__Lecanoromycetes_sp_SH215041.07FU
OTU31273,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU31272,0,0,0,0,0,0,2,0,0,0,2,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_SH198656.07FU
OTU31275,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU31274,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales_sp_SH205754.07FU
OTU31277,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae; g__Chaetosphaeria; s__Chaetosphaeria_fusiformis_SH019304.07FU
OTU31276,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
OTU31279,0,0,0,0,0,0,11,0,0,0,11,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Incertae_sedis; g__Dactylaria; s__Dactylaria_sp_SH018863.07FU
OTU31278,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes
OTU10976,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__unidentified
OTU4287,0,0,6,0,0,0,0,0,0,0,6,k__Fungi
OTU4286,0,46,1,1,0,0,0,1,0,8,57,k__Fungi
OTU4285,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU4284,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU4283,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU4282,0,0,0,0,0,0,0,5,0,0,5,k__Fungi
OTU4281,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU4280,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU4289,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU4288,0,0,0,0,0,0,0,0,0,0,0,Unassignable
OTU10978,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU18298,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU18299,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Mycenaceae; g__unidentified; s__Mycenaceae_sp_SH022890.07FU
OTU18296,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH177200.07FU
OTU18297,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae
OTU18294,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Strophariaceae
OTU18295,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU18292,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU18293,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis; g__Cryptococcus; s__Cryptococcus_podzolicus_SH181879.07FU
OTU18290,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Atheliales
OTU18291,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU15242,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Wallemiomycetes; o__Wallemiales; f__Wallemiaceae; g__Wallemia; s__Wallemia_muriae_SH216454.07FU
OTU15243,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales
OTU19741,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified; s__Glomeraceae_sp_SH015572.07FU
OTU15241,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales
OTU19747,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Rozellomycota_sp_SH020528.07FU
OTU15247,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Geastrales; f__Geastraceae; g__Geastrum; s__Geastrum_fimbriatum_SH199311.07FU
OTU19745,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Myrothecium
OTU19744,0,0,0,0,0,0,14,0,0,0,14,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Hymenochaetales
OTU19749,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Mycenaceae; g__unidentified; s__Mycenaceae_sp_SH467584.07FU
OTU19748,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU3156,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU3157,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU3154,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU3155,0,0,0,0,0,0,0,0,0,0,0,Unassignable
OTU3152,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU3153,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU3150,0,0,0,0,0,0,0,0,0,0,0,Unassignable
OTU3151,0,0,0,0,0,0,0,0,0,0,0,Unassignable
OTU3158,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU3159,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU27805,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified; s__Sordariomycetes_sp_SH005265.07FU
OTU27804,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU27807,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes
OTU27806,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__unidentified; g__unidentified; s__Xylariales_sp_SH207139.07FU
OTU27801,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU27800,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Botryosphaeriales; f__Botryosphaeriaceae
OTU27803,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU27802,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Acremonium; s__Acremonium_asperulatum_SH204700.07FU
OTU27809,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified
OTU27808,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU19402,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Ganodermataceae; g__Ganoderma; s__Ganoderma_pfeifferi_SH187235.07FU
OTU12733,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Tomentella; s__Tomentella_sp_SH177837.07FU
OTU12732,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU12731,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales
OTU12730,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU12737,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU12736,0,0,0,0,0,0,30,0,0,0,30,k__Fungi
OTU12735,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae
OTU12734,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU12739,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Rhizophydiales; f__Rhizophydiaceae; g__Rhizophydium
OTU12738,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae
OTU2285,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH464070.07FU
OTU2284,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU2287,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH032782.07FU
OTU16929,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU2281,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU2280,0,0,0,0,0,0,0,0,0,0,0,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH457350.07FU
OTU2283,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified
OTU2282,0,0,0,0,0,0,0,0,0,0,0,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified
OTU16922,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU16923,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales
OTU16920,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU16921,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Pluteaceae; g__Pluteus; s__Pluteus_sp_SH001920.07FU
OTU2289,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU16927,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Coprinus; s__Coprinus_sp_SH219034.07FU
OTU16924,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mucorales; f__Umbelopsidaceae; g__Umbelopsis
OTU16925,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU9169,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU9168,0,0,1,0,0,0,0,0,0,0,1,k__Fungi; p__Basidiomycota
OTU9165,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH458120.07FU
OTU9164,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU9167,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU9166,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU9161,0,0,0,0,0,0,0,0,0,0,0,Unassignable
OTU9160,0,0,0,0,0,0,0,0,0,0,0,Unassignable
OTU9163,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
